couple_1,couple_2,sum_paper
60011362,108180714,1
60011362,123143883,1
60011362,60105231,1
60011362,122273309,1
60011362,103608659,2
113461843,60000256,6
113461843,113210625,2
113461843,60009914,4
60000256,113210625,2
60000256,118438301,4
60000256,60009914,3
60030788,112469371,4
123417163,60105733,1
60105733,116079411,2
118365643,60019702,1
108608839,112795679,2
103566786,103520814,1
60005809,122818049,4
60005809,118584111,3
60005809,100655206,1
122818049,118584111,2
118584111,100655206,1
123078119,123297803,3
104580806,123412936,1
104580806,104211192,2
104580806,60010325,1
104580806,121516187,1
123412936,104211192,2
123412936,60010325,1
123412936,121516187,1
104211192,60010325,2
104211192,121516187,2
60010325,121516187,1
60031004,60011019,1
60024751,113565783,4
60013141,103690824,3
120498330,113835662,1
60105082,60069391,3
60105082,110595146,2
60105082,122397156,1
104260943,112250893,3
104260943,104416009,4
104260943,60032325,4
60104653,60071354,1
60104653,60031214,1
60071354,60031214,1
112250893,104416009,3
112250893,60032325,3
104416009,60032325,4
112693276,114165345,1
112693276,60027031,1
112693276,60008134,1
112693276,60106208,1
114165345,60027031,1
114165345,60008134,1
114165345,60106208,1
60027031,60008134,1
60027031,60106208,1
60008134,60106208,1
123060844,123384514,2
110595146,122397156,1
117080912,117990590,1
112605630,114565762,1
114565762,60109646,1
114565762,115360056,1
60026415,114013063,4
104462219,60016005,1
113362180,109696702,1
60105182,122315621,1
60105182,116983942,2
60105182,114077795,1
60105182,110879379,1
104757672,104757286,2
104757672,104757323,1
104757672,109652170,1
104757672,102969616,2
104757286,104757323,2
104757286,109652170,2
104757286,102969616,4
104757323,109652170,1
104757323,102969616,2
109652170,102969616,2
104012624,112661329,1
104012624,103209556,1
112661329,103209556,1
101550304,122754820,2
112067452,113905154,1
113882551,113108788,1
123092846,113765561,1
60109118,60109309,1
60109118,117274264,1
60109309,117274264,1
112457975,108239964,1
112457975,104590716,1
122276747,112830802,2
122276747,100272197,2
112830802,100272197,2
112830802,60069406,1
112830802,118264048,1
100272197,60069406,1
100272197,118264048,1
60069406,118264048,1
115165486,121099307,1
115165486,104872797,2
115165486,121841251,1
115165486,112703761,1
121099307,104872797,1
104872797,121841251,1
104872797,112703761,1
121841251,112703761,1
60109646,115360056,1
