couple_1,couple_2,sum_paper
103690177,103690824,3
113869978,100336132,1
120798584,112657314,1
120798584,60025655,1
112627945,112605579,1
112627945,60117888,3
112627945,121790813,1
60013052,114249453,2
60020599,60032882,2
60008408,112605579,2
60008408,119050053,2
104757408,112605579,1
104757408,104757652,1
104757408,104608856,1
104757408,60105082,1
104757408,110595146,1
104757408,122397156,1
112605579,104608856,1
112605579,60033010,1
112605579,60002014,1
112605579,118365643,1
112605579,119050053,4
112605579,60069391,2
112605579,116114142,1
104757652,100274994,1
100840220,106597813,14
100840220,60028868,6
100840220,105216101,4
100840220,115534586,3
100840220,60110404,2
100840220,60107956,2
100840220,60107900,2
100840220,121694240,1
100840220,111335865,1
100840220,108208968,5
100840220,60072181,1
106597813,60026810,3
106597813,60003161,3
106597813,103212300,3
106597813,60028868,6
106597813,105216101,4
106597813,115534586,3
106597813,60110404,2
106597813,60107956,2
106597813,60107900,2
106597813,121694240,1
106597813,111335865,1
106597813,108208968,5
106597813,60072181,1
60026810,60003161,1
60026810,103212300,1
60003161,103212300,1
103212300,120851670,2
103212300,112988891,2
60028868,105216101,12
60028868,115534586,9
60028868,60110404,6
60028868,60107956,6
60028868,60107900,6
60028868,121694240,3
60028868,111335865,3
60028868,113362180,3
60028868,109696702,2
105216101,115534586,6
105216101,60110404,4
105216101,60107956,4
105216101,60107900,4
105216101,121694240,2
105216101,111335865,2
115534586,60110404,3
115534586,60107956,3
115534586,60107900,3
115534586,121694240,1
115534586,111335865,1
60110404,60107956,2
60110404,60107900,2
60110404,121694240,1
60110404,111335865,1
60107956,60107900,2
60107956,121694240,1
60107956,111335865,1
60107900,121694240,1
60107900,111335865,1
121694240,111335865,1
120851670,112988891,1
117018344,121970638,1
117018344,60031126,1
117018344,104757281,1
60031126,60103907,2
60031126,104581980,1
60069407,109524105,1
60069407,120498330,1
60069407,113835662,1
113905063,114423201,1
113905063,120994536,1
113905063,113606204,1
121985781,118429759,1
104608856,121494766,1
104608856,60033010,1
104608856,114616110,1
104608856,60025272,1
104608856,118365643,1
104608856,60031706,2
104608856,108608839,1
104608856,112795679,2
104608856,103566786,2
104608856,103520814,2
104608856,108613238,1
104608856,113004046,2
104608856,60105082,3
104608856,60019702,3
104608856,119050053,1
104608856,60069391,1
104608856,110595146,1
104608856,122397156,1
118267876,118339938,1
118267876,113471683,1
118267876,121032242,1
118267876,118186130,1
60033010,114616110,2
60033010,60025272,1
60033010,119050053,1
114616110,60025272,1
60025272,118365643,1
60025272,60019702,1
60025272,119050053,1
104572869,104572845,1
118498565,60026532,2
113504507,60118933,3
60024324,113909540,2
60024324,106617750,1
60024324,108213006,1
60024324,60099840,1
60024324,60022195,1
60024324,113860336,2
60024324,60021293,1
113909540,106617750,2
113909540,108213006,2
113909540,60099840,2
113909540,60022195,2
106617750,108213006,1
106617750,60099840,1
106617750,60022195,1
108213006,60099840,1
108213006,60022195,1
60099840,60022195,1
113860336,60021293,1
60027272,60019702,1
120552312,60106860,1
60106860,107784073,1
121452888,121451942,3
104758239,123224651,1
119166701,60109118,1
119166701,60109309,1
119166701,117274264,1
120668492,113323340,1
118339938,113471683,1
118668751,122540858,5
121032242,118186130,1
60121697,120901339,1
60121697,123372835,2
60121697,113962845,2
120901339,123372835,2
123372835,60011362,1
123372835,122273309,1
123372835,60031004,1
123372835,60011019,1
60104399,122434007,1
60008950,60102083,5
104758235,119519325,1
60025017,60002014,1
60025017,104260943,9
60025017,60104653,1
60025017,60071354,1
60025017,60031214,1
60025017,112250893,3
60025017,104416009,5
60025017,60032325,5
121033243,60011362,7
121033243,60014313,3
60011362,60014313,5
