h_index_1,couple_name_1,couple_1,couple_2,couple_name_2,h_index_2,sum_paper
3,Nazifa Karima,56413035400,35204031900,Víctor Rodríguez-Doncel,6,2
1,Benny Ranti,57191851850,57191838979,Teddie Darmizal,0,2
3,Betty Purwandari,56716397400,57201990089,Pudy Prima,1,2
58,Toshino Fukuda,36037263500,39861399200,R. Y.S. Dhiemas,2,2
6,Paramita Mirza,55967562700,57205773868,Gerhard Weikum,7,2
7,Simon Razniewski,37117560500,57205773868,Gerhard Weikum,7,2
7,Simon Razniewski,37117560500,55967562700,Paramita Mirza,6,2
9,Achmad Nizar Hidayanto,57205093001,57202132579,Khoirunnida,2,2
7,Simon Razniewski,37117560500,19638901800,Giuseppe Pirrò,15,2
22,Werner Nutt,7003716191,19638901800,Giuseppe Pirrò,15,2
4,Fariz Darari,55014563600,57205773868,Gerhard Weikum,7,2
32,Pascal Hitzler,8876646400,15052044800,Wesley Ingwersen,16,2
32,Pascal Hitzler,8876646400,7201479719,Sangwon Suh,40,2
5,Wahyu Catur Wibowo,56126778500,56241215100,Eka Miranda,3,2
32,Pascal Hitzler,8876646400,57002202900,Yiting Ju,3,2
5,Wahyu Catur Wibowo,56126778500,53863823400,Achmad Benny Mutiara,5,2
2,Muhammad Hafizhuddin Hilman,57193832526,55793189237,Maria Alejandra Rodr?guez,6,2
2,Muhammad Hafizhuddin Hilman,57193832526,57194845546,Rajkumar Buyya,87,2
5,Wahyu Catur Wibowo,56126778500,26029313100,Ernastuti,2,2
4,undefined Meyliana,57203859161,57205029620,Rohmat Taufiq,0,2
32,Pascal Hitzler,8876646400,56982672500,Reihaneh Amini,2,2
9,Harry Budi Santoso,55396730800,57164716100,Panca O.Hadi Putra,2,2
9,Antonio Cerone,57193048432,12795911600,Paolo Milazzo,14,2
9,Achmad Nizar Hidayanto,57205093001,57194717741,Muhammad Baharudin Jusuf,0,2
3,Betty Purwandari,56716397400,56363073800,Muhammad Rifki Shihab,4,2
9,Harry Budi Santoso,55396730800,57188872133,Amalia Rahmah,1,2
32,Pascal Hitzler,8876646400,8652033100,Brandon Kuczenski,8,2
5,Fumihiko Sakaue,6701518493,56785196600,Wooseong Jeong,1,2
9,Jun Sato,36089156900,56785196600,Wooseong Jeong,1,2
4,Nur Fitriah Ayuning Budi,56521579100,57209975989,Zikri Irfandi,0,2
5,Arief Ramadhan,53264599300,55514008400,Puji Rahayu,3,2
3,Betty Purwandari,56716397400,55396730800,Harry Budi Santoso,9,2
2,Laksmita Rahadianti,55513678400,56785196600,Wooseong Jeong,1,2
4,Denny,24338175100,24468719300,Ruli Manurung,12,2
8,Ari Saptawijaya,15064729000,6603762835,Sandro Etalle,19,2
2,Indra Hermawan,55625519100,53263950600,Ario Yudo Husodo,2,2
2,Indra Hermawan,55625519100,57209506010,Beno K. Pradekso,0,2
9,Achmad Nizar Hidayanto,57205093001,55001755500,Arief Zulianto,0,2
9,Achmad Nizar Hidayanto,57205093001,55001755600,Ayi Purbasari,2,2
16,Kongkiti Peter Phusavat,13403740100,57195904726,Bruno Sablan,0,2
8,Muhammad Anwar Ma’sum,54974181100,57193830084,Ilham Kusuma,2,2
2,Ayi Purbasari,55001755600,55001755500,Arief Zulianto,0,2
5,Grafika Jati,55490339500,56032479900,M. Kholid Arrofi,2,2
6,Dana Indra Sensuse,53264793000,57207806424,M. Octaviano Pratama,1,2
6,Bobby Achirul Awal Nazief,6508196587,55014342100,Iis Solichah,1,2
16,Kongkiti Peter Phusavat,13403740100,57203065950,Karina Lia Meirita Ulo,1,2
6,Dana Indra Sensuse,53264793000,55014617600,Imairi Eitiveni,1,2
6,Dana Indra Sensuse,53264793000,57194948202,Fitriasari Nurhidayati,1,2
2,Taufik Fuadi Abidin,56428057400,57211122853,Khairul Munadi,0,2
3,Muhamad Nur Fajar,54975567300,55279791000,M. Eka S,2,2
5,Enrico Budianto,56342256200,55014082700,A. Hafidh,1,2
6,Dana Indra Sensuse,53264793000,56237045300,Andie Setiyoko,2,2
8,Muhammad Anwar Ma’sum,54974181100,57193862912,I. Gede Wahyu Surya Dharma,1,2
2,Indra Hermawan,55625519100,57209497089,Alfred Boediman,0,2
6,Dana Indra Sensuse,53264793000,55008449900,Nanang Husin,1,2
30,Krzysztof Janowicz,13610913700,56443561000,Holly T. Ferguson,3,2
2,Harry Tursulistyono Yani Achsan,56127179900,57204432883,Wahyuningdiah Trisari Harsanti Putri,1,2
9,Michelle Cheatham,13806682500,57031748000,Audrey Mickle,1,2
8,Ari Saptawijaya,15064729000,6701541009,Ricardo Corin,16,2
4,Muhammad Sakti Alvissalim,55014464500,55625519100,Indra Hermawan,2,2
9,Michelle Cheatham,13806682500,8902317200,Mark P. Schildhauer,20,2
8,Muhammad Anwar Ma’sum,54974181100,55014464500,Muhammad Sakti Alvissalim,4,2
8,Muhammad Anwar Ma’sum,54974181100,54974181300,Faris Al Afif,3,2
6,Bobby Achirul Awal Nazief,6508196587,53264786200,Judhi Santoso,3,2
6,Abdul Muis,8883530800,35365171900,W. Pambuko,3,2
1,Syntia Wijaya,55339353800,23394248300,Bimo Widhi,1,2
9,Achmad Nizar Hidayanto,57205093001,55848102300,Ervi Cofriyanti,2,2
1,Syntia Wijaya,55339353800,23392602500,Tommy Khoerniawan,1,2
2,Harry Tursulistyono Yani Achsan,56127179900,57207992891,Diki Gita Purnama,0,2
2,Gladhi Guarddin,55625472900,56118765200,Yulistiyan Wardhana,2,2
1,Bimo Widhi,23394248300,23392602500,Tommy Khoerniawan,1,2
1,A. Hafidh,55014082700,8883530800,Abdul Muis,6,2
7,Putu Wuri Handayani,37013424100,57207046701,Arief Sartono,1,2
5,Enrico Budianto,56342256200,8883530800,Abdul Muis,6,2
8,Muhammad Anwar Ma’sum,54974181100,57188977443,Sumarsih Condroayu Purbarani,1,2
8,Muhammad Anwar Ma’sum,54974181100,16423632300,Heru Suhartanto,6,2
8,Muhammad Anwar Ma’sum,54974181100,36987333000,Andreas Febrian,4,2
7,Putu Wuri Handayani,37013424100,56940884300,Fanny Rofalina,0,2
9,Achmad Nizar Hidayanto,57205093001,56126778500,Wahyu Catur Wibowo,5,2
9,Achmad Nizar Hidayanto,57205093001,57211059390,Rahmat Mustafa Samik-Ibrahim,0,2
9,Achmad Nizar Hidayanto,57205093001,56119154900,Yova Ruldeviyani,2,2
3,Aprinaldi Jasa Mantau,57202899749,56032320700,Robeth Rahmatullah,4,2
16,Stéphane Bressan,6701908788,8659072400,Chu Yee Liau,3,2
1,Achmad Fatchuttamam Abka,57188833403,57193707432,Andria Arisal,1,2
1,Achmad Fatchuttamam Abka,57188833403,57201685035,Dianadewi Riswantini,1,2
1,Achmad Fatchuttamam Abka,57188833403,54791173900,Devi Munandar,1,2
1,Achmad Fatchuttamam Abka,57188833403,57201688510,Endang Suryawati,1,2
16,Kongkiti Peter Phusavat,13403740100,55990199600,Devi Fitrianah,2,2
1,Nanang Husin,55008449900,57189267265,Handrie Noprisson,2,2
30,Krzysztof Janowicz,13610913700,6507160931,Gary Berg-Cross,5,2
30,Krzysztof Janowicz,13610913700,16031129800,Douglas Fils,2,2
30,Krzysztof Janowicz,13610913700,7003679538,Tim Finin,46,2
30,Krzysztof Janowicz,13610913700,57203774541,Matthew B. Jones,8,2
30,Krzysztof Janowicz,13610913700,24171247000,Kerstin A. Lehnert,10,2
30,Krzysztof Janowicz,13610913700,57031748000,Audrey Mickle,1,2
2,Gladhi Guarddin,55625472900,55625376600,Tonny Adhi Sabastian,1,2
4,Rr Tutik Sri Hariyati,50161556400,56574265200,Tris Eryando,2,2
6,Dana Indra Sensuse,53264793000,57202774843,Tashia Indah Nastiti,0,2
9,Achmad Nizar Hidayanto,57205093001,56119284600,Hisyam Fahmi,2,2
30,Krzysztof Janowicz,13610913700,54583134800,Aimee P.C. Buccellato,3,2
5,Grafika Jati,55490339500,57203154062,Ananto Tri Sasongko,1,2
6,Dana Indra Sensuse,53264793000,57201134787,Shidiq Al Hakim,1,2
5,Grafika Jati,55490339500,55980501200,Silvia Werdhy Lestari,4,2
6,Dana Indra Sensuse,53264793000,57201672564,I. D. Permatasari,1,2
9,Achmad Nizar Hidayanto,57205093001,56958634200,Jonson Lumban Gaol,3,2
10,M. Ivan Fanany,6505757323,7407130447,Kiichi Kobayashi,3,2
0,Sandra Hakiem Afrizal,57210473582,57205093207,Tris Eryando,0,2
16,Kongkiti Peter Phusavat,13403740100,57015448400,David Delahunty,1,2
6,Dana Indra Sensuse,53264793000,57203134899,Winarni,1,2
4,Ikhsanul Habibie,56032156100,55014602700,Muhammad Iqbal Tawakal,3,2
30,Krzysztof Janowicz,13610913700,8652033100,Brandon Kuczenski,8,2
9,Achmad Nizar Hidayanto,57205093001,57201080360,Siti Aminah,2,2
6,Dana Indra Sensuse,53264793000,57203134806,Achmad Fauzi Azmi,0,2
30,Krzysztof Janowicz,13610913700,57002202900,Yiting Ju,3,2
30,Krzysztof Janowicz,13610913700,7201479719,Sangwon Suh,40,2
30,Krzysztof Janowicz,13610913700,15052044800,Wesley Ingwersen,16,2
4,Muhammad Sakti Alvissalim,55014464500,55014602700,Muhammad Iqbal Tawakal,3,2
6,Bobby Achirul Awal Nazief,6508196587,7006224812,G. D. Van Albada,8,2
9,Michelle Cheatham,13806682500,24171247000,Kerstin A. Lehnert,10,2
5,Adi Wibowo,57205972690,8883530800,Abdul Muis,6,2
6,Heru Suhartanto,16423632300,55371811200,Sfenrianto Sfenrianto,4,2
3,Erdefi Rakun,55625410200,56118795700,Andros Tjandra,6,2
2,Ario Yudo Husodo,53263950600,57209497089,Alfred Boediman,0,2
2,Ario Yudo Husodo,53263950600,57209506010,Beno K. Pradekso,0,2
0,Alfred Boediman,57209497089,57209506010,Beno K. Pradekso,0,2
7,Putu Wuri Handayani,37013424100,57200523895,Rizky Septiani,1,2
6,Puspa Indahati Sandhyaduhita,56118787200,56461361200,Dumilah Ayuningtyas,3,2
7,Putu Wuri Handayani,37013424100,57210473582,Sandra Hakiem Afrizal,0,2
6,Heru Suhartanto,16423632300,57211234744,Ummi Azizah Rachmawati,1,2
4,Muhammad Rifki Shihab,56363073800,57200918412,Ayesha Maharani Putri,1,2
6,Fordlumban Gaol,24536664300,57204945319,undefined Winanti,0,2
1,Deki Satria,57200214510,57210766788,Ardye Amando Pratama,1,2
9,Michelle Cheatham,13806682500,56443561000,Holly T. Ferguson,3,2
9,Michelle Cheatham,13806682500,54583134800,Aimee P.C. Buccellato,3,2
9,Michelle Cheatham,13806682500,35204031900,Víctor Rodríguez-Doncel,6,2
9,Michelle Cheatham,13806682500,56982672500,Reihaneh Amini,2,2
6,Heru Suhartanto,16423632300,57193869197,T. Haryanto,2,2
3,Ika Chandra Hapsari,55885685300,56268555600,Prahastiwi Utari,1,2
2,Yova Ruldeviyani,56119154900,55089397700,Rizal Fathoni Aji,2,2
2,Suryana Setiawan,56110326700,12795911600,Paolo Milazzo,14,2
7,Putu Wuri Handayani,37013424100,55315269500,Riri Satria,1,2
8,Itsuo Kumazawa,55943452700,7407130447,Kiichi Kobayashi,3,2
3,Puji Rahayu,55514008400,57193829506,Ikut Tri Handoyo,1,2
4,Andreas Febrian,36987333000,55014602700,Muhammad Iqbal Tawakal,3,2
3,Eka Miranda,56241215100,53863823400,Achmad Benny Mutiara,5,2
8,Ari Saptawijaya,15064729000,36194656100,Tamito Kajiyama,9,2
8,Ari Saptawijaya,15064729000,6602605459,Davide D'Alimonte,16,2
3,Eka Miranda,56241215100,26029313100,Ernastuti,2,2
1,Muhammad Fadhil Dzulfikar,57200214175,57200214510,Deki Satria,1,2
2,Devi Fitrianah,55990199600,56208949800,Remmy A.M. Zen,3,2
2,Karel Juryca,57193824396,6602732417,Zdeněk Němec,6,2
8,Ari Saptawijaya,15064729000,11840021200,Benyamin Kusumoputro,10,2
2,Devi Fitrianah,55990199600,56119246100,Nursidik Heru Praptono,3,2
9,Harry Budi Santoso,55396730800,56596678800,A. A.Gede Yudhi Paramartha,2,2
6,Puspa Indahati Sandhyaduhita,56118787200,13403740100,Kongkiti Peter Phusavat,16,2
5,Achmad Benny Mutiara,53863823400,26029313100,Ernastuti,2,2
1,Sumarsih Condroayu Purbarani,57188977443,35796300700,Hadaiq R. Sanabila,3,2
2,Meidi Kosandi,55648638200,57202132579,Khoirunnida,2,2
3,Jonson Lumban Gaol,56958634200,56119284600,Hisyam Fahmi,2,2
1,Ruci Meiyanti,57203138269,57189267265,Handrie Noprisson,2,2
5,Adi Wibowo,57205972690,55014082700,A. Hafidh,1,2
5,Adi Wibowo,57205972690,56342256200,Enrico Budianto,5,2
3,Muhammad Iqbal Tawakal,55014602700,54975567300,Muhamad Nur Fajar,3,2
1,Devi Munandar,54791173900,57201685035,Dianadewi Riswantini,1,2
34,Daniel A. Reed,57203104388,7006747842,Dirk C. Grunwald,34,2
1,Devi Munandar,54791173900,57193707432,Andria Arisal,1,2
2,Arfive Gandhi,57188979780,57189247598,Tomi Sirait,1,2
6,Bobby Achirul Awal Nazief,6508196587,7006747842,Dirk C. Grunwald,34,2
8,Muhammad Anwar Ma’sum,54974181100,56032479900,M. Kholid Arrofi,2,2
1,Dianadewi Riswantini,57201685035,57193707432,Andria Arisal,1,2
9,Achmad Nizar Hidayanto,57205093001,57195917355,Chavatip Chindavijak,1,2
8,Muhammad Anwar Ma’sum,54974181100,55625606200,I. Putu Satwika,4,2
9,Achmad Nizar Hidayanto,57205093001,57195919380,Sasivimol Meeampol,1,2
8,Muhammad Anwar Ma’sum,54974181100,56032156100,Ikhsanul Habibie,4,2
8,Pekka Kess,6506236074,57195917355,Chavatip Chindavijak,1,2
8,Muhammad Anwar Ma’sum,54974181100,57202899749,Aprinaldi Jasa Mantau,3,2
6,Puspa Indahati Sandhyaduhita,56118787200,57190859329,Nur Widiyanto,1,2
9,Michelle Cheatham,13806682500,6507160931,Gary Berg-Cross,5,2
3,Remmy A.M. Zen,56208949800,55625457200,Ida Nurhaida,4,2
9,Michelle Cheatham,13806682500,16031129800,Douglas Fils,2,2
9,Michelle Cheatham,13806682500,57203774541,Matthew B. Jones,8,2
6,Bobby Achirul Awal Nazief,6508196587,7006010423,Peter M.A. Sloot,33,2
1,M. Octaviano Pratama,57207806424,57200211407,Pamela Kareen,1,2
4,undefined Meyliana,57203859161,36337949500,Agung Trisetyarso,4,2
1,Endang Suryawati,57201688510,57201685035,Dianadewi Riswantini,1,2
7,Putu Wuri Handayani,37013424100,57205093207,Tris Eryando,0,2
8,Pekka Kess,6506236074,57195919380,Sasivimol Meeampol,1,2
1,Endang Suryawati,57201688510,54791173900,Devi Munandar,1,2
1,Endang Suryawati,57201688510,57193707432,Andria Arisal,1,2
3,Ave Adriana Pinem,56626063000,57190865720,Qorib Munajat,4,2
1,M. Octaviano Pratama,57207806424,57189267265,Handrie Noprisson,2,2
3,Ave Adriana Pinem,56626063000,56461394900,Kasiyah,4,2
6,Heru Suhartanto,16423632300,13807692900,Arry Yanuar,6,2
1,M. Octaviano Pratama,57207806424,53264599300,Arief Ramadhan,5,2
3,Ave Adriana Pinem,56626063000,13403740100,Kongkiti Peter Phusavat,16,2
3,Erdefi Rakun,55625410200,57189241478,I. Wayan Wiprayoga Wisesa,2,2
3,Ika Chandra Hapsari,55885685300,14021131100,Indra Budi,7,2
1,Henki Bayu Seta,57204155410,57204154823,Anita Muliawati,1,1
1,David Delahunty,57015448400,30467852500,Hanna Kropsu-Vehkaperä,4,1
2,Pinkie Anggia,56119371400,56595080500,Elin Cahyaningsih,3,1
2,Douglas Fils,16031129800,56440101100,Margaret E.R. O’Brien,8,1
1,Agung Terminanto,55932622400,57209270756,Ravindra Surtiati Hidayat,1,1
1,Agung Terminanto,55932622400,57200114199,H. A. Swantoro,0,1
1,Ika Sepfy Dayanti,57202756214,55014617600,Imairi Eitiveni,1,1
1,David Delahunty,57015448400,57189686030,Kurniadi Setiono,0,1
1,I. Y. Made Dhanar,57194550912,57194541043,Muhammad Reza,1,1
2,Pinkie Anggia,56119371400,56165628100,Haya Rizqi,0,1
1,David Delahunty,57015448400,57189684437,Urszula Skurzynska-Sikora,0,1
1,Mutia Ovirza,57196027655,56119371400,Pinkie Anggia,2,1
2,Pinkie Anggia,56119371400,56595141900,Sofiyanti Indriasari,1,1
1,Gilang Pamenan,57194651533,55848102300,Ervi Cofriyanti,2,1
0,Erma Nindiaswari,57194216833,57194211796,Solikin Gitik,0,1
1,Dinda Sigmawaty,57194948090,57194948202,Fitriasari Nurhidayati,1,1
2,Hisyam Fahmi,56119284600,55625457200,Ida Nurhaida,4,1
2,Hisyam Fahmi,56119284600,55015183800,Ary Noviyanto,5,1
2,Johan Tivander,6507586219,57203202558,David E. Meyer,12,1
1,Gayuh Prima Pikarti,57192377502,57192379966,Edson Yahuda Putra,2,1
8,B. Rivela,6505917224,6507160931,Gary Berg-Cross,5,1
0,Kurniadi Setiono,57189686030,57189684437,Urszula Skurzynska-Sikora,0,1
3,Remmy A.M. Zen,56208949800,56119246100,Nursidik Heru Praptono,3,1
8,B. Rivela,6505917224,57203202558,David E. Meyer,12,1
3,Remmy A.M. Zen,56208949800,35796300700,Hadaiq R. Sanabila,3,1
8,B. Rivela,6505917224,6507586219,Johan Tivander,2,1
28,Bo P. Weidema,55941882400,6507160931,Gary Berg-Cross,5,1
3,Remmy A.M. Zen,56208949800,35293930100,Hong Wei,10,1
28,Bo P. Weidema,55941882400,57203202558,David E. Meyer,12,1
28,Bo P. Weidema,55941882400,6507586219,Johan Tivander,2,1
28,Bo P. Weidema,55941882400,6505917224,B. Rivela,8,1
3,Remmy A.M. Zen,56208949800,24468719300,Ruli Manurung,12,1
3,Nursidik Heru Praptono,56119246100,48361942800,Pahala T. Sirait,2,1
3,Nursidik Heru Praptono,56119246100,57189047319,Rezka Aufar Leonandya,1,1
4,Lisa Raymond,7102737492,56440101100,Margaret E.R. O’Brien,8,1
2,Hisar Maruli Manurung,55813086900,56576402900,Bayu Tenoyo,1,1
2,Hisar Maruli Manurung,55813086900,57188577078,Puji Martadinata,0,1
2,Hisar Maruli Manurung,55813086900,55797660700,Bayu Distiawan Trisedya,2,1
2,Hisar Maruli Manurung,55813086900,54791665700,Hapnes Toba,2,1
2,Hisar Maruli Manurung,55813086900,55584953900,Ananda Budi Prasetya,0,1
1,Yoke Yuni Karnida,55355367300,55356342100,Genta Moerita,1,1
2,Hisyam Fahmi,56119284600,35796300700,Hadaiq R. Sanabila,3,1
2,Hisyam Fahmi,56119284600,56208949800,Remmy A.M. Zen,3,1
0,Pornthep Anusornnitisarn,56022004700,6507726552,Bordin Rassameethes,4,1
1,Made Ayu Aristyana Dewi,57193689248,57201949089,Nitto Sahadi,0,1
2,Douglas Fils,16031129800,8768122000,Margaret C. O'Brien,7,1
1,Fitriasari Nurhidayati,57194948202,57189213600,Pristi Sukmasetya,1,1
1,Fitriasari Nurhidayati,57194948202,57201672564,I. D. Permatasari,1,1
1,Fitriasari Nurhidayati,57194948202,57188872133,Amalia Rahmah,1,1
1,Aditya Lukas Virdyananto,57193696352,57193689248,Made Ayu Aristyana Dewi,1,1
1,Aditya Lukas Virdyananto,57193696352,57193689844,Sofwan Hanief,1,1
1,Made Ayu Aristyana Dewi,57193689248,57193689844,Sofwan Hanief,1,1
1,Made Ayu Aristyana Dewi,57193689248,57200211407,Pamela Kareen,1,1
1,Made Ayu Aristyana Dewi,57193689248,57203115107,Nadia Nur Annisa,0,1
1,Made Ayu Aristyana Dewi,57193689248,57203201305,Muhammad Akmal Juniawan,0,1
1,Made Ayu Aristyana Dewi,57193689248,57190393060,Isnaeni Nurrohmah,2,1
1,Made Ayu Aristyana Dewi,57193689248,57203202756,Handrie Noprison,0,1
2,Johan Tivander,6507586219,6507160931,Gary Berg-Cross,5,1
5,Gary Berg-Cross,6507160931,30267595600,Torsten Hahmann,6,1
1,Made Ayu Aristyana Dewi,57193689248,57203115312,Anissa Edwita,0,1
1,Chavatip Chindavijak,57195917355,56022004700,Pornthep Anusornnitisarn,0,1
5,Gary Berg-Cross,6507160931,6602813166,Krishnaprasad Thirunarayan,15,1
12,David E. Meyer,57203202558,6507160931,Gary Berg-Cross,5,1
1,Chavatip Chindavijak,57195917355,6507726552,Bordin Rassameethes,4,1
1,Sasivimol Meeampol,57195919380,56022004700,Pornthep Anusornnitisarn,0,1
1,Sasivimol Meeampol,57195919380,6507726552,Bordin Rassameethes,4,1
1,Teddy Siswanto,57203090511,55835973000,Bahtiar Saleh Abbas,4,1
2,Devi Fitrianah,55990199600,57193741928,Samuel Rizal Harahap,0,1
2,Devi Fitrianah,55990199600,57192645368,Yan Yonathan Rotinsulu,1,1
3,Nesti Fronika Sianipar,57189239308,55835973000,Bahtiar Saleh Abbas,4,1
30,Krzysztof Janowicz,13610913700,8768122000,Margaret C. O'Brien,7,1
1,Teddy Siswanto,57203090511,57189239308,Nesti Fronika Sianipar,3,1
1,Ruci Meiyanti,57203138269,56698234300,Bagus Amalrullah Utomo,2,1
1,Ruci Meiyanti,57203138269,57202774843,Tashia Indah Nastiti,0,1
1,Ruci Meiyanti,57203138269,56237045300,Andie Setiyoko,2,1
1,Ruci Meiyanti,57203138269,53264599300,Arief Ramadhan,5,1
1,M. Octaviano Pratama,57207806424,57201447112,Ridwan Andi Kambau,2,1
1,M. Octaviano Pratama,57207806424,56595279700,Vina Ayumi,3,1
9,Ayu Purwarianti,13104011100,55871350400,Athia Saelan,1,1
9,Ayu Purwarianti,13104011100,12807978200,Sakriani Sakti,11,1
1,M. Octaviano Pratama,57207806424,57203138269,Ruci Meiyanti,1,1
2,Khoirunnida,57202132579,57202131034,Riski Yuliansyah,1,1
9,Ayu Purwarianti,13104011100,6603620416,Laurent Besacier,18,1
9,Ayu Purwarianti,13104011100,14826447800,Eric Castelli,12,1
2,Khoirunnida,57202132579,57203206258,Dona Kartika,1,1
0,Rizqie Joko Prabowo,57208575837,57208575333,Azelea Chairunnisa,0,1
9,Ayu Purwarianti,13104011100,6507950105,Pascal Nocéra,7,1
2,Arfive Gandhi,57188979780,57201985081,Doni Dwi Hantyoko Wahyudiwan,1,1
2,Arfive Gandhi,57188979780,57203112194,Vicky Permana,0,1
2,Arfive Gandhi,57188979780,57210772882,Ade Maulana,0,1
1,Ruci Meiyanti,57203138269,57200213915,Rinda Wahyuni,1,1
1,Ruci Meiyanti,57203138269,57211243305,Yoga Pamungkas,0,1
2,Arfive Gandhi,57188979780,57207307142,Rosalia Valentin Margareta,0,1
1,Ruci Meiyanti,57203138269,57211242562,Aris Budi Santoso,0,1
5,Hakan Coşkun,8375503900,24779778000,Sebastian Wahle,7,1
8,Asma Elmangoush,55543745700,55637507400,Tong Mao,1,1
8,Asma Elmangoush,55543745700,56216485700,Thomas Magedanz,22,1
8,Asma Elmangoush,55543745700,24779778000,Sebastian Wahle,7,1
1,Tong Mao,55637507400,56216485700,Thomas Magedanz,22,1
1,Tong Mao,55637507400,24779778000,Sebastian Wahle,7,1
22,Thomas Magedanz,56216485700,24779778000,Sebastian Wahle,7,1
1,Nanda N. Hadyan,57208480822,57208485445,Yuki Alqadri,1,1
37,Alistair M. Moffat,35586971600,7003595103,Justin Zobel,44,1
2,Ade Romadhony,55844904400,13104011100,Ayu Purwarianti,9,1
1,Ruci Meiyanti,57203138269,56580224900,Darmawan Napitupulu,8,1
9,Ayu Purwarianti,13104011100,57193160876,Alvin Andhika,1,1
1,Ruci Meiyanti,57203138269,57202785808,Muhammad Misbah,0,1
1,Ruci Meiyanti,57203138269,57202816502,Syamsudin,0,1
1,Ruci Meiyanti,57203138269,57191851357,Nurbojatmiko,1,1
1,Ruci Meiyanti,57203138269,57194547794,Raisiffah Kunthi,1,1
1,Ruci Meiyanti,57203138269,57211244832,Bandi Ashari,0,1
2,Arfive Gandhi,57188979780,57207309284,Muhammad Teguh Brillian,0,1
2,Arfive Gandhi,57188979780,57207311747,Endrik,0,1
5,Hakan Coşkun,8375503900,55637507400,Tong Mao,1,1
0,Harits Muhammad,57210465441,57211275028,Freddy Fajari,0,1
0,Harits Muhammad,57210465441,57210468803,Faishal Wahiduddin,0,1
1,Karina Lia Meirita Ulo,57203065950,56411854200,Henry Antonius Eka Widjaja,2,1
1,Gary Alexander Parung,57204197208,57203065950,Karina Lia Meirita Ulo,1,1
0,undefined Winanti,57204945319,6506896570,Suhono Harso Supangkat,6,1
0,undefined Winanti,57204945319,36194762800,Raymond Kosala,6,1
0,Bruno Sablan,57195904726,56411854200,Henry Antonius Eka Widjaja,2,1
0,Bruno Sablan,57195904726,57203065950,Karina Lia Meirita Ulo,1,1
0,Henry Antonius Eka Widjaja,57205021853,57195904726,Bruno Sablan,0,1
1,Mochamad Ibrahim,55584921100,56971415500,Omar Abdillah,2,1
0,Zulwelly Murti,57205023239,57205020660,Annisa Andarrachmi,0,1
0,Rohmat Taufiq,57205029620,56820169100,Edi Abdurachman,3,1
0,Rohmat Taufiq,57205029620,6506896570,Suhono Harso Supangkat,6,1
0,Rohmat Taufiq,57205029620,36194762800,Raymond Kosala,6,1
1,Mochamad Ibrahim,55584921100,55585128300,Metti Zakaria Wanagiri,1,1
0,Rohmat Taufiq,57205029620,36337949500,Agung Trisetyarso,4,1
0,Yulianto Budi Prabowo,57210630563,57205062060,Muhammad Fathi,0,1
1,Nanang Husin,55008449900,57193688814,Marissa Utami,1,1
2,Filman Ferdian,55613371400,55871350400,Athia Saelan,1,1
3,Irfan Nur Afif,55872103900,56118765200,Yulistiyan Wardhana,2,1
1,Alvin Andhika,57193160876,55872103900,Irfan Nur Afif,3,1
0,Harits Muhammad,57210465441,57211267831,Syarif,0,1
2,Arfive Gandhi,57188979780,57207303690,Herio Susanto,0,1
0,Ferizka Tiara Devani,57210461940,57210460909,Vidya Qoriah Putri,0,1
0,Eka Ayu Puspitaningrum,57210468035,57210460909,Vidya Qoriah Putri,0,1
0,Eka Ayu Puspitaningrum,57210468035,57210461940,Ferizka Tiara Devani,0,1
1,Alvin Andhika,57193160876,55613371400,Filman Ferdian,2,1
0,Zikri Irfandi,57209975989,57211276568,Muhammad Nazri,0,1
0,Zikri Irfandi,57209975989,57211266018,Rio Cahyadi,0,1
3,Irfan Nur Afif,55872103900,55871350400,Athia Saelan,1,1
0,Zikri Irfandi,57209975989,57211276137,Endah Wintarsih,0,1
0,Pamuji Lasiyanto Putro,57205060763,57205064602,Aslon Damanik,0,1
0,Pamuji Lasiyanto Putro,57205060763,57205057715,Septian Bagus Wibisono,0,1
0,Pamuji Lasiyanto Putro,57205060763,57205061070,Nori Wilantika,0,1
0,Pamuji Lasiyanto Putro,57205060763,57209975989,Zikri Irfandi,0,1
0,Canrakerta,57209969714,57209975989,Zikri Irfandi,0,1
0,Canrakerta,57209969714,57205060763,Pamuji Lasiyanto Putro,0,1
0,Harits Muhammad,57210465441,57211273278,Luthfi Azizi Gumay,0,1
0,Harits Muhammad,57210465441,57211271386,Muhamad Fahru Rozi,0,1
5,Hakan Coşkun,8375503900,56216485700,Thomas Magedanz,22,1
5,Hakan Coşkun,8375503900,55543745700,Asma Elmangoush,8,1
46,Tim Finin,7003679538,8768122000,Margaret C. O'Brien,7,1
1,Rika Kharlina Ekawati,39761245500,16309200100,Pornthep Anussornnitisarn,9,1
1,Rito Septi Tombe,57202154279,16309200100,Pornthep Anussornnitisarn,9,1
10,Kerstin A. Lehnert,24171247000,56440101100,Margaret E.R. O’Brien,8,1
1,Rito Septi Tombe,57202154279,39761245500,Rika Kharlina Ekawati,1,1
0,Muhammad Baharudin Jusuf,57194717741,57194420367,Shelvy Arini,0,1
0,Muhammad Baharudin Jusuf,57194717741,57202151978,Nilamsari Putri Utami,0,1
1,Muhamad Soleh,57203063873,57203154062,Ananto Tri Sasongko,1,1
