h_index_1,couple_name_1,couple_1,couple_2,couple_name_2,h_index_2,sum_paper
8,Adila Alfa Krisnadhi,23467371600,8876646400,Pascal Hitzler,32,36
10,Petrus Mursanto,24176993000,8568432600,Wisnu Jatmiko,18,35
8,Ari Saptawijaya,15064729000,7201962404,L. M. Pereira,24,28
6,Dana Indra Sensuse,53264793000,57189267265,Handrie Noprisson,2,28
6,Dana Indra Sensuse,53264793000,56595080500,Elin Cahyaningsih,3,26
18,Wisnu Jatmiko,8568432600,54974181100,Muhammad Anwar Ma’sum,8,26
9,Achmad Nizar Hidayanto,57205093001,57203859161,undefined Meyliana,4,26
10,Aniati Murni Arymurthy,36815724000,6505757323,M. Ivan Fanany,10,25
7,Putu Wuri Handayani,37013424100,56626063000,Ave Adriana Pinem,3,25
9,Achmad Nizar Hidayanto,57205093001,56118787200,Puspa Indahati Sandhyaduhita,6,25
9,Achmad Nizar Hidayanto,57205093001,37013424100,Putu Wuri Handayani,7,23
18,Wisnu Jatmiko,8568432600,36037263500,Toshino Fukuda,58,23
7,Zainal A.Hasibuan,57203922071,55396730800,Harry Budi Santoso,9,22
18,Wisnu Jatmiko,8568432600,7005646496,Kousuke Sekiyama,18,20
58,Toshino Fukuda,36037263500,7005646496,Kousuke Sekiyama,18,20
9,Achmad Nizar Hidayanto,57205093001,56521579100,Nur Fitriah Ayuning Budi,4,19
10,Petrus Mursanto,24176993000,55625531300,Ari Wibisono,7,18
18,Wisnu Jatmiko,8568432600,55625531300,Ari Wibisono,7,18
9,Achmad Nizar Hidayanto,57205093001,13403740100,Kongkiti Peter Phusavat,16,18
9,Achmad Nizar Hidayanto,57205093001,56363073800,Muhammad Rifki Shihab,4,17
9,Harry Budi Santoso,55396730800,23094683400,Oenardi Lawanto,7,17
18,Wisnu Jatmiko,8568432600,55490339500,Grafika Jati,5,17
18,Wisnu Jatmiko,8568432600,11840021200,Benyamin Kusumoputro,10,16
6,Dana Indra Sensuse,53264793000,6507465058,Yudho Giri Sucahyo,6,16
7,Putu Wuri Handayani,37013424100,57194160083,Fatimah Azzahro,1,16
6,Dana Indra Sensuse,53264793000,53264599300,Arief Ramadhan,5,15
9,Achmad Nizar Hidayanto,57205093001,57210847043,Harjanto Prabowo,4,15
4,undefined Meyliana,57203859161,57210847043,Harjanto Prabowo,4,15
6,Yudho Giri Sucahyo,6507465058,57188979780,Arfive Gandhi,2,15
9,Achmad Nizar Hidayanto,57205093001,56626063000,Ave Adriana Pinem,3,15
18,Wisnu Jatmiko,8568432600,57202899749,Aprinaldi Jasa Mantau,3,14
6,Dana Indra Sensuse,53264793000,55514008400,Puji Rahayu,3,14
7,Bayu Anggorojati,36991829400,7202700545,Neeli Rashmi Prasad,20,14
7,Bayu Anggorojati,36991829400,7402378359,Ramjee Venkatesha Prasad,45,14
3,Betty Purwandari,56716397400,55014342100,Iis Solichah,1,14
18,Wisnu Jatmiko,8568432600,57205972690,Adi Wibowo,5,13
8,Adila Alfa Krisnadhi,23467371600,13610913700,Krzysztof Janowicz,30,13
32,Pascal Hitzler,8876646400,13610913700,Krzysztof Janowicz,30,13
2,Yova Ruldeviyani,56119154900,6507465058,Yudho Giri Sucahyo,6,12
7,T. Basaruddin,9334901600,43461515300,Dewi Yanti Liliana,3,12
32,Pascal Hitzler,8876646400,13806682500,Michelle Cheatham,9,12
18,Wisnu Jatmiko,8568432600,57205093224,A. Bowolaksono,7,12
8,Adila Alfa Krisnadhi,23467371600,13806682500,Michelle Cheatham,9,12
18,Wisnu Jatmiko,8568432600,43061741400,Budi Wiweko,7,12
20,Neeli Rashmi Prasad,7202700545,7402378359,Ramjee Venkatesha Prasad,45,12
18,Wisnu Jatmiko,8568432600,55625635400,Adi Nurhadiyatna,7,12
5,Wahyu Catur Wibowo,56126778500,53264793000,Dana Indra Sensuse,6,12
9,Achmad Nizar Hidayanto,57205093001,6508196587,Bobby Achirul Awal Nazief,6,12
7,Indra Budi,14021131100,36816515600,Agus Widodo,3,11
7,T. Basaruddin,9334901600,6505757323,M. Ivan Fanany,10,11
9,Achmad Nizar Hidayanto,57205093001,55885685300,Ika Chandra Hapsari,3,11
18,Wisnu Jatmiko,8568432600,54973804500,Elly Matul Imah,6,11
6,Dana Indra Sensuse,53264793000,36815724000,Aniati Murni Arymurthy,10,10
9,Achmad Nizar Hidayanto,57205093001,14021131100,Indra Budi,7,10
2,Yova Ruldeviyani,56119154900,57188979780,Arfive Gandhi,2,10
18,Wisnu Jatmiko,8568432600,54974181500,Muhammad Febrian Rachmadi,5,10
7,T. Basaruddin,9334901600,8921529200,Rahmat Widyanto,8,10
5,Wahyu Catur Wibowo,56126778500,56595080500,Elin Cahyaningsih,3,10
18,Wisnu Jatmiko,8568432600,55339290100,B. Hardjono,8,10
58,Toshino Fukuda,36037263500,11840021200,Benyamin Kusumoputro,10,10
18,Wisnu Jatmiko,8568432600,35796300700,Hadaiq R. Sanabila,3,9
10,M. Ivan Fanany,6505757323,55943452700,Itsuo Kumazawa,8,9
18,Wisnu Jatmiko,8568432600,57193834508,Dewa Made Sri Arsa,3,9
18,Wisnu Jatmiko,8568432600,57189234078,Hanif Arief Wisesa,4,9
9,Harry Budi Santoso,55396730800,36863370000,Wade H. Goodridge,5,9
18,Wisnu Jatmiko,8568432600,36806230900,Sani Muhamad Isa,7,9
18,Wisnu Jatmiko,8568432600,55014602700,Muhammad Iqbal Tawakal,3,9
10,Aniati Murni Arymurthy,36815724000,8568432600,Wisnu Jatmiko,18,9
10,Aniati Murni Arymurthy,36815724000,55015183800,Ary Noviyanto,5,9
10,Petrus Mursanto,24176993000,55339290100,B. Hardjono,8,8
4,Eko Kuswardono Budiardjo,6505807438,57203859161,undefined Meyliana,4,8
6,Dana Indra Sensuse,53264793000,14021131100,Indra Budi,7,8
4,Fariz Darari,55014563600,37117560500,Simon Razniewski,7,8
2,Handrie Noprisson,57189267265,56595080500,Elin Cahyaningsih,3,8
4,Amril Syalim,35079468700,7402174117,Kouichi Sakurai,23,8
1,Benny Ranti,57191851850,36194762800,Raymond Kosala,6,8
7,Putu Wuri Handayani,37013424100,57190865720,Qorib Munajat,4,8
7,Ari Wibisono,55625531300,55339290100,B. Hardjono,8,8
18,Wisnu Jatmiko,8568432600,55991217400,Alexander A.S. Gunawan,5,8
10,Petrus Mursanto,24176993000,54974181100,Muhammad Anwar Ma’sum,8,8
6,R. Yugo Kartono Isal,6507865865,55396730800,Harry Budi Santoso,9,8
18,Wisnu Jatmiko,8568432600,36987333000,Andreas Febrian,4,8
7,Budi Wiweko,43061741400,57205093224,A. Bowolaksono,7,8
18,Wisnu Jatmiko,8568432600,57188972794,Novian Habibie,2,8
6,Dana Indra Sensuse,53264793000,57200213020,Ika Arthalia Wulandari,1,7
6,Bobby Achirul Awal Nazief,6508196587,57053392900,Uky Yudatama,5,7
6,Raymond Kosala,36194762800,6506896570,Suhono Harso Supangkat,6,7
7,Ari Wibisono,55625531300,55625635400,Adi Nurhadiyatna,7,7
6,Dana Indra Sensuse,53264793000,57201990089,Pudy Prima,1,7
8,B. Hardjono,55339290100,55625635400,Adi Nurhadiyatna,7,7
6,Dana Indra Sensuse,53264793000,55396730800,Harry Budi Santoso,9,7
8,Rahmat Widyanto,8921529200,43461515300,Dewi Yanti Liliana,3,7
18,Kousuke Sekiyama,7005646496,11840021200,Benyamin Kusumoputro,10,7
6,Alfan Farizki Wicaksono,55522888300,35611399700,Mirna Adriani,7,7
7,Mirna Adriani,35611399700,12807978200,Sakriani Sakti,11,7
10,Aniati Murni Arymurthy,36815724000,53264599300,Arief Ramadhan,5,7
4,Fariz Darari,55014563600,7003716191,Werner Nutt,22,7
9,Michelle Cheatham,13806682500,13610913700,Krzysztof Janowicz,30,7
1,Fatimah Azzahro,57194160083,56626063000,Ave Adriana Pinem,3,7
1,Benny Ranti,57191851850,6506896570,Suhono Harso Supangkat,6,7
7,Mirna Adriani,35611399700,23393545800,Syandra P. Sari,2,7
6,Puspa Indahati Sandhyaduhita,56118787200,37013424100,Putu Wuri Handayani,7,7
10,Petrus Mursanto,24176993000,55625635400,Adi Nurhadiyatna,7,7
10,M. Ivan Fanany,6505757323,55233408900,Intan Nurma Yulita,4,7
2,Ade Azurat,8980537200,56523330500,Maya Retno Ayu Setyautami,2,7
10,Aniati Murni Arymurthy,36815724000,36806230900,Sani Muhamad Isa,7,7
5,Wahyu Catur Wibowo,56126778500,56127179900,Harry Tursulistyono Yani Achsan,2,7
9,Achmad Nizar Hidayanto,57205093001,55990199600,Devi Fitrianah,2,7
3,Betty Purwandari,56716397400,55315269500,Riri Satria,1,7
4,Kasiyah,56461394900,56741484700,Lia Sadita,2,7
9,Achmad Nizar Hidayanto,57205093001,56716397400,Betty Purwandari,3,7
9,Achmad Nizar Hidayanto,57205093001,57194213010,Solikin,0,7
9,Achmad Nizar Hidayanto,57205093001,57188985405,Satrio Baskoro Yudhoatmojo,2,7
10,M. Ivan Fanany,6505757323,55355315600,Sidik Mulyono,4,7
18,Wisnu Jatmiko,8568432600,55625519100,Indra Hermawan,2,7
9,Achmad Nizar Hidayanto,57205093001,57194160083,Fatimah Azzahro,1,7
9,Achmad Nizar Hidayanto,57205093001,6507465058,Yudho Giri Sucahyo,6,7
9,Achmad Nizar Hidayanto,57205093001,56242366200,Dwiza Riana,4,7
9,Achmad Nizar Hidayanto,57205093001,57053392900,Uky Yudatama,5,7
6,Dana Indra Sensuse,53264793000,57189256951,Wina Permana Sari,2,6
18,Wisnu Jatmiko,8568432600,55014464500,Muhammad Sakti Alvissalim,4,6
11,Sakriani Sakti,12807978200,57037487300,Satoshi Nakamura,13,6
7,Mirna Adriani,35611399700,55314037600,Rahmad Mahendra,3,6
22,Werner Nutt,7003716191,37117560500,Simon Razniewski,7,6
6,Dana Indra Sensuse,53264793000,57200214510,Deki Satria,1,6
7,Zainal A.Hasibuan,57203922071,57164716100,Panca O.Hadi Putra,2,6
18,Wisnu Jatmiko,8568432600,57188984882,Dwi M.J. Purnomo,2,6
7,Zainal A.Hasibuan,57203922071,55203562900,Sofiana Nurjanah,1,6
10,M. Ivan Fanany,6505757323,56007691300,Arif Budiman,4,6
9,Achmad Nizar Hidayanto,57205093001,6505807438,Eko Kuswardono Budiardjo,4,6
9,Harry Budi Santoso,55396730800,57190393060,Isnaeni Nurrohmah,2,6
3,Betty Purwandari,56716397400,53264793000,Dana Indra Sensuse,6,6
8,Adila Alfa Krisnadhi,23467371600,56413035400,Nazifa Karima,3,6
3,Betty Purwandari,56716397400,55014232200,Larastri Kumaralalita,2,6
6,Yudho Giri Sucahyo,6507465058,57189267265,Handrie Noprisson,2,6
10,Aniati Murni Arymurthy,36815724000,55233408900,Intan Nurma Yulita,4,6
7,Putu Wuri Handayani,37013424100,56461361200,Dumilah Ayuningtyas,3,6
3,Nazifa Karima,56413035400,8876646400,Pascal Hitzler,32,6
7,Putu Wuri Handayani,37013424100,14021131100,Indra Budi,7,6
10,Petrus Mursanto,24176993000,57205972690,Adi Wibowo,5,6
9,Achmad Nizar Hidayanto,57205093001,36815724000,Aniati Murni Arymurthy,10,6
7,A. Bowolaksono,57205093224,57202899749,Aprinaldi Jasa Mantau,3,6
7,Mirna Adriani,35611399700,54791665700,Hapnes Toba,2,6
4,Kasiyah,56461394900,55396730800,Harry Budi Santoso,9,6
9,Achmad Nizar Hidayanto,57205093001,56461361200,Dumilah Ayuningtyas,3,6
6,Puspa Indahati Sandhyaduhita,56118787200,56626063000,Ave Adriana Pinem,3,6
6,Yudho Giri Sucahyo,6507465058,7005493679,Raj P. Gopalan,7,6
7,Budi Wiweko,43061741400,57202899749,Aprinaldi Jasa Mantau,3,6
7,Mirna Adriani,35611399700,24468719300,Ruli Manurung,12,6
3,Elin Cahyaningsih,56595080500,57189256951,Wina Permana Sari,2,6
18,Wisnu Jatmiko,8568432600,57188981651,Machmud Roby Alhamidi,2,6
8,Adila Alfa Krisnadhi,23467371600,6506219996,Charles F. Vardeman,8,6
6,Dana Indra Sensuse,53264793000,57200214175,Muhammad Fadhil Dzulfikar,1,6
6,Dana Indra Sensuse,53264793000,56580224900,Darmawan Napitupulu,8,6
7,Mirna Adriani,35611399700,57037487300,Satoshi Nakamura,13,6
7,Mirna Adriani,35611399700,56572738100,Fajri Koto,4,6
4,Denny,24338175100,7101797961,Peter Christen,25,5
32,Pascal Hitzler,8876646400,56113121200,Adam I. Shepherd,4,5
4,Denny,24338175100,12241494000,Graham J. Williams,16,5
7,Zainal A.Hasibuan,57203922071,55627610900,Nungki Selviandro,4,5
7,Zainal A.Hasibuan,57203922071,56299432200,Gede Rasben Dantes,1,5
10,Aniati Murni Arymurthy,36815724000,57188509100,L. M. Rasdi Rere,3,5
32,Pascal Hitzler,8876646400,6504641182,Tom Narock,7,5
9,Harry Budi Santoso,55396730800,55203562900,Sofiana Nurjanah,1,5
32,Pascal Hitzler,8876646400,55813191900,David Carral,6,5
5,Wahyu Catur Wibowo,56126778500,57204415604,Muhammad Muhtar Baswara Achsan,1,5
9,Achmad Nizar Hidayanto,57205093001,55648638200,Meidi Kosandi,2,5
7,Oenardi Lawanto,23094683400,36863370000,Wade H. Goodridge,5,5
9,Harry Budi Santoso,55396730800,56741484700,Lia Sadita,2,5
2,Ade Azurat,8980537200,24768359400,Radu Muschevici,6,5
32,Pascal Hitzler,8876646400,6506219996,Charles F. Vardeman,8,5
32,Pascal Hitzler,8876646400,7005575114,Peter Howard Wiebe,47,5
9,Harry Budi Santoso,55396730800,22434417500,Martin Schrepp,11,5
32,Pascal Hitzler,8876646400,56442825900,Yingjie Hu,7,5
32,Pascal Hitzler,8876646400,14014149800,Cynthia L. Chandler,6,5
32,Pascal Hitzler,8876646400,6701464856,Suzanne M.C. Carbotte,34,5
32,Pascal Hitzler,8876646400,7003524142,Robert A. Arko,6,5
8,Adila Alfa Krisnadhi,23467371600,6504641182,Tom Narock,7,5
8,Adila Alfa Krisnadhi,23467371600,7003524142,Robert A. Arko,6,5
8,Adila Alfa Krisnadhi,23467371600,6701464856,Suzanne M.C. Carbotte,34,5
8,Adila Alfa Krisnadhi,23467371600,14014149800,Cynthia L. Chandler,6,5
6,Puspa Indahati Sandhyaduhita,56118787200,14021131100,Indra Budi,7,5
6,Puspa Indahati Sandhyaduhita,56118787200,56363073800,Muhammad Rifki Shihab,4,5
7,Mirna Adriani,35611399700,55813086900,Hisar Maruli Manurung,2,5
8,Adila Alfa Krisnadhi,23467371600,55813191900,David Carral,6,5
6,Puspa Indahati Sandhyaduhita,56118787200,56521579100,Nur Fitriah Ayuning Budi,4,5
20,Neeli Rashmi Prasad,7202700545,35170655700,Parikshit Narendra Mahalle,10,5
25,Peter Christen,7101797961,12241494000,Graham J. Williams,16,5
18,Wisnu Jatmiko,8568432600,55647163666,Ibnu Sina,5,5
8,Adila Alfa Krisnadhi,23467371600,56113121200,Adam I. Shepherd,4,5
7,Bayu Anggorojati,36991829400,35170655700,Parikshit Narendra Mahalle,10,5
45,Ramjee Venkatesha Prasad,7402378359,35170655700,Parikshit Narendra Mahalle,10,5
3,Evi Yulianti,57200186028,7202315611,Mark A. Sanderson,30,5
18,Wisnu Jatmiko,8568432600,55396194200,I. Made Agus Setiawan,4,5
8,Adila Alfa Krisnadhi,23467371600,7005575114,Peter Howard Wiebe,47,5
10,Aniati Murni Arymurthy,36815724000,55990199600,Devi Fitrianah,2,5
8,B. Hardjono,55339290100,55647163666,Ibnu Sina,5,5
9,Achmad Nizar Hidayanto,57205093001,56461394900,Kasiyah,4,5
6,Yudho Giri Sucahyo,6507465058,56119319400,Siti Rohajawati,2,5
18,Wisnu Jatmiko,8568432600,56595210300,Vektor Dewanto,1,5
6,Heru Suhartanto,16423632300,21834743200,Jan Pidanič,6,5
8,Adila Alfa Krisnadhi,23467371600,56442825900,Yingjie Hu,7,5
6,Robert A. Arko,7003524142,6701464856,Suzanne M.C. Carbotte,34,5
6,Cynthia L. Chandler,14014149800,56113121200,Adam I. Shepherd,4,5
7,Ari Wibisono,55625531300,55647163666,Ibnu Sina,5,5
18,Wisnu Jatmiko,8568432600,56032320700,Robeth Rahmatullah,4,5
8,Muhammad Anwar Ma’sum,54974181100,55490339500,Grafika Jati,5,5
6,Robert A. Arko,7003524142,14014149800,Cynthia L. Chandler,6,5
6,Dana Indra Sensuse,53264793000,57190393060,Isnaeni Nurrohmah,2,5
18,Wisnu Jatmiko,8568432600,57193830084,Ilham Kusuma,2,5
3,Dina Chahyati,6503971709,6505757323,M. Ivan Fanany,10,5
4,Adam I. Shepherd,56113121200,7005575114,Peter Howard Wiebe,47,5
10,Petrus Mursanto,24176993000,57205093224,A. Bowolaksono,7,5
6,Robert A. Arko,7003524142,56113121200,Adam I. Shepherd,4,5
6,Dana Indra Sensuse,53264793000,57189356650,Assaf Arief,1,5
7,Ari Wibisono,55625531300,56119401500,Devvi Sarwinda,6,5
4,Nur Fitriah Ayuning Budi,56521579100,56363073800,Muhammad Rifki Shihab,4,5
6,Robert A. Arko,7003524142,7005575114,Peter Howard Wiebe,47,5
8,Muhammad Anwar Ma’sum,54974181100,57189234078,Hanif Arief Wisesa,4,5
7,Adi Nurhadiyatna,55625635400,55647163666,Ibnu Sina,5,5
34,Suzanne M.C. Carbotte,6701464856,7005575114,Peter Howard Wiebe,47,5
7,Ari Wibisono,55625531300,57189234078,Hanif Arief Wisesa,4,5
18,Wisnu Jatmiko,8568432600,57188977443,Sumarsih Condroayu Purbarani,1,5
7,Indra Budi,14021131100,35611399700,Mirna Adriani,7,5
34,Suzanne M.C. Carbotte,6701464856,56113121200,Adam I. Shepherd,4,5
2,Harry Tursulistyono Yani Achsan,56127179900,57204415604,Muhammad Muhtar Baswara Achsan,1,5
10,Petrus Mursanto,24176993000,36987333000,Andreas Febrian,4,5
10,M. Ivan Fanany,6505757323,57188509100,L. M. Rasdi Rere,3,5
10,M. Ivan Fanany,6505757323,56595279700,Vina Ayumi,3,5
6,Dana Indra Sensuse,53264793000,57201979474,Muhammad Mishbah,1,5
3,Nazifa Karima,56413035400,13806682500,Michelle Cheatham,9,5
34,Suzanne M.C. Carbotte,6701464856,14014149800,Cynthia L. Chandler,6,5
4,Amril Syalim,35079468700,36599078000,Takashi Nishide,11,5
23,Kouichi Sakurai,7402174117,36599078000,Takashi Nishide,11,5
9,Michelle Cheatham,13806682500,14014149800,Cynthia L. Chandler,6,5
6,Dana Indra Sensuse,53264793000,56119319400,Siti Rohajawati,2,5
2,Widia Resti Fitriani,57193701425,53264793000,Dana Indra Sensuse,6,5
1,Riri Satria,55315269500,55014342100,Iis Solichah,1,5
8,Muhammad Anwar Ma’sum,54974181100,57193834508,Dewa Made Sri Arsa,3,5
18,Wisnu Jatmiko,8568432600,55625606200,I. Putu Satwika,4,5
9,Michelle Cheatham,13806682500,6701464856,Suzanne M.C. Carbotte,34,5
6,Dana Indra Sensuse,53264793000,57200217166,Izzah Fadhilah Akmaliah,1,5
18,Wisnu Jatmiko,8568432600,6505757323,M. Ivan Fanany,10,5
9,Michelle Cheatham,13806682500,56113121200,Adam I. Shepherd,4,5
6,Cynthia L. Chandler,14014149800,7005575114,Peter Howard Wiebe,47,5
9,Michelle Cheatham,13806682500,7005575114,Peter Howard Wiebe,47,5
30,Krzysztof Janowicz,13610913700,56442825900,Yingjie Hu,7,5
7,T. Basaruddin,9334901600,55355315600,Sidik Mulyono,4,5
6,Dana Indra Sensuse,53264793000,57193829506,Ikut Tri Handoyo,1,5
9,Michelle Cheatham,13806682500,7003524142,Robert A. Arko,6,5
18,Wisnu Jatmiko,8568432600,56032156100,Ikhsanul Habibie,4,5
5,Ary Noviyanto,55015183800,36806230900,Sani Muhamad Isa,7,4
22,Werner Nutt,7003716191,56406407700,Radityo Eko Prasojo,3,4
7,Mirna Adriani,35611399700,55008384600,Clara Vania,2,4
7,Ari Wibisono,55625531300,57188981651,Machmud Roby Alhamidi,2,4
4,Fariz Darari,55014563600,56406407700,Radityo Eko Prasojo,3,4
6,Rueycheng Chen,35184848800,7202315611,Mark A. Sanderson,30,4
34,Suzanne M.C. Carbotte,6701464856,7102737492,Lisa Raymond,4,4
4,Robeth Rahmatullah,56032320700,56032156100,Ikhsanul Habibie,4,4
4,Kasiyah,56461394900,16423632300,Heru Suhartanto,6,4
6,Cynthia L. Chandler,14014149800,7102737492,Lisa Raymond,4,4
6,Dana Indra Sensuse,53264793000,56905441800,Mesnan Silalahi,1,4
2,Widia Resti Fitriani,57193701425,55514008400,Puji Rahayu,3,4
4,Ikhsanul Habibie,56032156100,55625606200,I. Putu Satwika,4,4
7,Ari Wibisono,55625531300,57188972794,Novian Habibie,2,4
12,Ruli Manurung,24468719300,54791665700,Hapnes Toba,2,4
4,Nur Fitriah Ayuning Budi,56521579100,57194213010,Solikin,0,4
10,Aniati Murni Arymurthy,36815724000,6503971709,Dina Chahyati,3,4
5,Fumihiko Sakaue,6701518493,36089156900,Jun Sato,9,4
10,Aniati Murni Arymurthy,36815724000,7409597642,Muladno,6,4
2,Agus Kurniawan,55636539300,55973105000,Marcel Kyas,11,4
47,Peter Howard Wiebe,7005575114,7102737492,Lisa Raymond,4,4
7,Zainal A.Hasibuan,57203922071,57201447112,Ridwan Andi Kambau,2,4
5,Adi Wibowo,57205972690,54974181500,Muhammad Febrian Rachmadi,5,4
8,Adila Alfa Krisnadhi,23467371600,7005680695,Frederick W. Maier,10,4
11,Sakriani Sakti,12807978200,36141167700,Graham Neubig,17,4
10,Aniati Murni Arymurthy,36815724000,24468719300,Ruli Manurung,12,4
11,Sakriani Sakti,12807978200,7202683282,Tomoki Toda,28,4
18,Wisnu Jatmiko,8568432600,41861831500,Fauzi F. Jovan,3,4
13,Satoshi Nakamura,57037487300,36141167700,Graham Neubig,17,4
10,Aniati Murni Arymurthy,36815724000,55625457200,Ida Nurhaida,4,4
10,Aniati Murni Arymurthy,36815724000,9944012900,Yaya Heryadi,5,4
2,Syandra P. Sari,23393545800,23392603400,Herika Hayurani,2,4
13,Satoshi Nakamura,57037487300,7202683282,Tomoki Toda,28,4
17,Graham Neubig,36141167700,7202683282,Tomoki Toda,28,4
1,Pudy Prima,57201990089,57202980449,Jonathan Sofian Lusa,0,4
3,Arida Ferti Syafiandini,57189340228,6503996710,Ito Wasito,5,4
7,Zainal A.Hasibuan,57203922071,56118930500,Mira Suryani,3,4
7,Zainal A.Hasibuan,57203922071,55845348400,Kusuma Ayu Laksitowening,3,4
2,Laksmita Rahadianti,55513678400,36089156900,Jun Sato,9,4
3,Evi Yulianti,57200186028,35184848800,Rueycheng Chen,6,4
9,Achmad Nizar Hidayanto,57205093001,6503971709,Dina Chahyati,3,4
9,Harry Budi Santoso,55396730800,55089397700,Rizal Fathoni Aji,2,4
8,Adila Alfa Krisnadhi,23467371600,7102737492,Lisa Raymond,4,4
10,Aniati Murni Arymurthy,36815724000,56119284600,Hisyam Fahmi,2,4
10,Aniati Murni Arymurthy,36815724000,56208949800,Remmy A.M. Zen,3,4
10,Aniati Murni Arymurthy,36815724000,56237045300,Andie Setiyoko,2,4
3,Betty Purwandari,56716397400,55648638200,Meidi Kosandi,2,4
9,Achmad Nizar Hidayanto,57205093001,57190865720,Qorib Munajat,4,4
9,Harry Budi Santoso,55396730800,57194726981,Rian Fitriansyah,1,4
10,Aniati Murni Arymurthy,36815724000,56595065300,Endang Purnama Giri,2,4
9,Achmad Nizar Hidayanto,57205093001,55867324700,Ika Alfina,4,4
9,Achmad Nizar Hidayanto,57205093001,57193701425,Widia Resti Fitriani,2,4
4,Adam I. Shepherd,56113121200,7102737492,Lisa Raymond,4,4
4,Eko Kuswardono Budiardjo,6505807438,57208012269,Alex Ferdinansyah,1,4
6,Jan Pidanič,21834743200,57193824396,Karel Juryca,2,4
2,Laksmita Rahadianti,55513678400,6701518493,Fumihiko Sakaue,5,4
16,Kongkiti Peter Phusavat,13403740100,57203859161,undefined Meyliana,4,4
6,Robert A. Arko,7003524142,7102737492,Lisa Raymond,4,4
6,Dana Indra Sensuse,53264793000,57202980449,Jonathan Sofian Lusa,0,4
6,Dana Indra Sensuse,53264793000,57203115107,Nadia Nur Annisa,0,4
5,Alexander A.S. Gunawan,55991217400,55490339500,Grafika Jati,5,4
9,Michelle Cheatham,13806682500,7102737492,Lisa Raymond,4,4
9,Achmad Nizar Hidayanto,57205093001,55932622400,Agung Terminanto,1,4
10,Petrus Mursanto,24176993000,57189234078,Hanif Arief Wisesa,4,4
7,Tom Narock,6504641182,7003524142,Robert A. Arko,6,4
7,Tom Narock,6504641182,6701464856,Suzanne M.C. Carbotte,34,4
7,Tom Narock,6504641182,14014149800,Cynthia L. Chandler,6,4
7,Tom Narock,6504641182,56113121200,Adam I. Shepherd,4,4
7,Tom Narock,6504641182,7005575114,Peter Howard Wiebe,47,4
6,Heru Suhartanto,16423632300,56741484700,Lia Sadita,2,4
6,Heru Suhartanto,16423632300,57193824396,Karel Juryca,2,4
9,Michelle Cheatham,13806682500,56442825900,Yingjie Hu,7,4
7,Tom Narock,6504641182,7102737492,Lisa Raymond,4,4
30,Krzysztof Janowicz,13610913700,7003524142,Robert A. Arko,6,4
9,Michelle Cheatham,13806682500,6504641182,Tom Narock,7,4
2,Maya Retno Ayu Setyautami,56523330500,24768359400,Radu Muschevici,6,4
9,Achmad Nizar Hidayanto,57205093001,57194714615,Herkules,0,4
30,Krzysztof Janowicz,13610913700,6701464856,Suzanne M.C. Carbotte,34,4
9,Michelle Cheatham,13806682500,6506219996,Charles F. Vardeman,8,4
7,Budi Wiweko,43061741400,56032320700,Robeth Rahmatullah,4,4
30,Krzysztof Janowicz,13610913700,14014149800,Cynthia L. Chandler,6,4
6,Alfan Farizki Wicaksono,55522888300,35586971600,Alistair M. Moffat,37,4
6,Yudho Giri Sucahyo,6507465058,57203922071,Zainal A.Hasibuan,7,4
30,Krzysztof Janowicz,13610913700,56113121200,Adam I. Shepherd,4,4
7,T. Basaruddin,9334901600,56007691300,Arif Budiman,4,4
3,Ave Adriana Pinem,56626063000,56461361200,Dumilah Ayuningtyas,3,4
10,Petrus Mursanto,24176993000,57188981651,Machmud Roby Alhamidi,2,4
30,Krzysztof Janowicz,13610913700,6504641182,Tom Narock,7,4
6,Dana Indra Sensuse,53264793000,57189213600,Pristi Sukmasetya,1,4
6,Dana Indra Sensuse,53264793000,7409597642,Muladno,6,4
18,Wisnu Jatmiko,8568432600,54975567300,Muhamad Nur Fajar,3,4
2,Handrie Noprisson,57189267265,53264599300,Arief Ramadhan,5,4
6,Dana Indra Sensuse,53264793000,57189256576,Nuralamsah Zulkarnaim,2,4
6,Dana Indra Sensuse,53264793000,57193485049,Lukman Lukman,2,4
6,Dana Indra Sensuse,53264793000,56119371400,Pinkie Anggia,2,4
6,Dana Indra Sensuse,53264793000,57200213915,Rinda Wahyuni,1,4
6,Dana Indra Sensuse,53264793000,57203138269,Ruci Meiyanti,1,4
18,Wisnu Jatmiko,8568432600,57193832526,Muhammad Hafizhuddin Hilman,2,4
8,Muhammad Anwar Ma’sum,54974181100,35796300700,Hadaiq R. Sanabila,3,4
9,Achmad Nizar Hidayanto,57205093001,6506236074,Pekka Kess,8,4
10,Petrus Mursanto,24176993000,55014602700,Muhammad Iqbal Tawakal,3,4
8,Muhammad Anwar Ma’sum,54974181100,43061741400,Budi Wiweko,7,4
30,Krzysztof Janowicz,13610913700,6506219996,Charles F. Vardeman,8,4
10,Petrus Mursanto,24176993000,55490339500,Grafika Jati,5,4
10,Petrus Mursanto,24176993000,8883530800,Abdul Muis,6,4
8,Muhammad Anwar Ma’sum,54974181100,54974181500,Muhammad Febrian Rachmadi,5,4
7,Indra Budi,14021131100,55314037600,Rahmad Mahendra,3,4
10,Petrus Mursanto,24176993000,55647163666,Ibnu Sina,5,4
